사업장번호,사업장명,납부자번호,팩스번호,수신건수,최초수신일,최근수신일,예시파일명(최대3개),비고
BPS010208110,(파주)광탄동신라메르,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201053,(일산)백송3단지우성_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010403040,(구리)E018삼성래미안_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207139,[일산]한강세이프빌(220-87-88348),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010406066,(동두천)_에이스5차_아파트(V021),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010409071,(양평)SK뷰아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207158,(일산)후곡17태영_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010406042,(동두천)_생연건영_아파트(V008),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010403086,(구리)토평SK신일_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106428,(구리)수택성원상떼빌,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010206023,(일산)중산3단지 일신건영_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010411046,(의정부)백석동화3차,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010206043,(일산)현대홈타운3차_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010206038,(일산)청원네이처빌_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106430,(의정부)신도브래뉴2차3차,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010404068,(구리-남양주)V009_세종_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPN,(일산)킨텍스존_빌딩128-86-27859,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010402068,(의정부)신곡신일2차,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106374,(양평_가평)가평파란채아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010403088,(구리)한가람E034_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106425,(구리-남양주)금곡명지 해뜨는터,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110113133,(구리-남양주)호평두산위브,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106277,(일산)일산일송노블레스,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010203057,(덕양)장원프라자_BB-H,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201032,[일산]고양로데오탑(112-81-39490신),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207049,(일산)중앙하이츠빌II_관리사무소,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106288,(일산)한라밀라트3,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110111294,(덕양)행신윤창2차,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110189148,(일산)백송3단지(한신),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110222108,구리(남양주)호평오네뜨센트럴아파트9999동109호,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106626,(의정부)청학주공1단지,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106237,(일산)가좌1단지양우아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010206042,(일산)현대홈타운2차_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201047,[일산]백석역동문굿모닝힐1차,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207221,(일산)문촌19신우_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106400,(동두천)-송우-세창선단마을아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010202047,(덕양)옥빛12신덕_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110108082,산내들우미린아파트생활지원센터,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201111,(일산)호수2현대,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201115,(일산)호수그린_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201137,[일산]백석동문타워2차7777동101호(128-82-80953) 1288280953,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106791,(일산)강선10단지한양,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010203012,(덕양)관산유승_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110188829,(동의정부)민락폴리프라자 (고지서),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010411081,(의정부)송추푸른마을,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201048,(일산)백석우림보보카운티,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207024,(일산)킨텍스자이,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106497,(구리-퇴계원)오남두산1차아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010208012,(파주)성원포레스타운,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010208116,(파주)교하진흥효자,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207005,(일산)강선01대우벽산_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201049,(일산)백석윈스턴파크 1차,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106518,(의정부)호원신도5차,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106605,(의정부)광사나래아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106530,(구리)흥화브라운오피스텔,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPN,(덕양)동익미라벨4단지_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010203039,(덕양)식사동은행마을SK_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110162090,(구리-남양주)신성푸른솔아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010202060,"(덕양)능곡 풍림아이원1,2차_아파트",,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106468,(의정부)호원신일엘리시움,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106142,[일산]남정씨티프라자1차(128-24-86281),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010414061,(구리-퇴계원)양지청구9999동4호,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201080,(일산)우림보보카운티1차,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106225,(일산)중산1단지두산,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106442,(구리-남양주)금곡신도브레뉴,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010202073,(덕양)행신벽산_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106149,(일산)건영빌라밤가시7단지7777동3호,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207025,(일산)대화02한라비발디,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106788,(덕양)신영프라자,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207089,(일산)양우로데오시티플러스_빌딩,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207078,(일산)성저03풍림_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010202042,(덕양)소만9단지부영아파트(999-7),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010202054,(덕양)장미7차_BB-H,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106384,(동두천)-송우-대방샤인빌아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010404080,(구리-남양주)V021_삼창_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207236,(일산)성저마을13단지건영_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201143,(일산)백석대우이안,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201138,(일산)백석브라운스톤,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201151,(일산)숲속마을4단지,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207038,(일산)영림브레아_빌딩,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106187,(덕양)푸른마을6단지_풍림아이원아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201078,(일산)양우드라마시티,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207154,(일산)후곡13태영_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010202077,(덕양)능곡2차현대홈타운_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010206017,(일산)월드메르디앙_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010403081,(구리)E011_토평한일,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106811,(덕양)능곡대림1차_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010208145,(파주)교하우남퍼스트빌9999동105호,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207116,(일산)탄현07부영_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010202005,(덕양)토당동 고양대림2차_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110109928,(의정부)LH고읍6단지,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110207302,별사랑마을 2-5단지,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201021,(일산)동문굿모닝힐2차_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201156,(일산)숲속마을6단지 두산위브,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010403044,(구리)인창성원2차_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207209,(일산)성저01동익_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207088,(일산)양우로데오시티_오피스텔,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106390,(동두천)-포천-극동2차스타클래스,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010202043,(덕양)송악모노빌_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106502,(구리-남양주)마석삼신16차아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201139,(일산)성우아뜨리움,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106621,(의정부)금오주공3단지,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010203044,(덕양)신원당3단지 동신2차_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207147,(일산)후곡05영풍한진_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010203037,(덕양)식사동 은행마을2단지동문_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207051,(일산)동아넥서스_빌딩(동하넥서스),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201005,(일산)강촌5-1라이프_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201009,(일산)강촌8우방_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207155,(일산)후곡14청구_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010202021,(덕양)백산오피스텔_아파트141-81-04548,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110115823,글로벌테마프라자,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207168,(일산)월드메르디앙,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010409047,(양평)그린1차_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110189149,(일산)중산5단지건영동부9999동4호,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106230,(일산)한솔빌딩(한솔코아),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207012,(일산)강선08럭키롯데_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010203016,(덕양)달빛2단지라이프_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010202062,(덕양)햇빛18-1단지_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010202039,(덕양)소만8단지_풍림아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106800,(구리)경기도 구리시 건원대로 76번길,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106395,(동두천)-포천-대방2차노블랜드아파트(9999-101),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207010,(일산)강선06금호한양_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110156517,(일산)두산위브더제니스,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106522,(구리-남양주)다남프라자(132-82-64272),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106522,(구리-남양주)다남프라자,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207047,(일산)덕이동문3차_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207115,탄현마을6단지(888동102호),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201046,[일산]동문굿모닝타워1차(128-82-81 63,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010202016,무원마을행신동신아파트999동104호,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201016,(일산)낙원프라자1101호137-82-85888,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010404145,(구리-남양주)창현두산2차_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010208067,(파주)유승앙브와즈2단지,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207152,(일산)후곡마을10임광서안_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110119771,(구리-남양주)마석장미아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106155,[일산]일산재능빌딩(128-85-12515),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110110495,(양평)코아루리버펠리스999동201호,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201038,(일산)백마1단지삼성_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106203,(덕양)무원마을9단지_기산,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010414049,(구리-퇴계원)V009-E031_오남성도,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010206015,(일산)에이스9차_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010202044,(덕양)행신동 SK아파트 9999동_VIEW,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010202049,(덕양)옥빛13일신건영_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207079,(일산)성저4단지삼익_아파트(삼익샤인빌),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201107,(일산)현대에뜨레보_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110108026,(덕양)고양동풍림10단지(푸른마을),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110137122,(의정부)양주프라자1차127-80-29828,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110209716,동의정부(폴리프라자4),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010208095,(파주)한빛마을3단지 자유로I_park(999-1,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110112975,(파주)가람마을남양휴튼,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106375,(동두천)_양주패션칼라산업단지,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106601,(의정부)호원월드한아름,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106481,(구리-남양주)금곡미라보,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010208064,(파주)교하1차 월드메르디앙,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010403007,구리금호1(999동2호),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010207123,(일산)탄현13삼환_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106625,(의정부)녹양휴먼시아3단지,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110111559,(구리-퇴계원)진접센트레빌시티 1단지,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201057,(일산)백송8단지(선경)_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201113,(일산)호수4단지,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010407030,(의정부)용현그랜드,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010403082,(구리)E014_한진그랑빌_,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010208122,(파주)교하신동아파밀리에,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106493,(구리-퇴계원)진건세아,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106823,(덕양)능곡장미8차_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010203001,(덕양)푸른마을_동익미라빌3단지_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010201120,(일산)흰돌5단지 서안_아파트,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106247,(일산) 성저건영빌라14단지,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106452,경기구리시인창동동문굿모닝힐2차9999동101호,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPD110106673,(일산)SK MCITY 드라마파크(상가),,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
BPS010208171,(파주)교하15단지상록데시앙,,,,,,,"경기북부 엑셀양식.xlsx에 이미 기재된 사업장 (참고용, 팩스번호와 매칭 필요)"
