사업장번호,사업장명,납부자번호,팩스번호,수신건수,최초수신일,최근수신일,예시파일명(최대3개),매칭비고
BPD110106149,(일산)건영빌라밤가시7단지7777동3호,밤가시마을건영7단지,,,,,,
BPS010207025,(일산)대화02한라비발디,대화한라비발디(9999동2호),,,,,,
BPD110106788,(덕양)신영프라자,신영프라자(하절기에어컨비용참고),,,,,,
BPS010207089,(일산)양우로데오시티플러스_빌딩,양우로데오시티플러스(7777동2호),,,,,,
BPS010207078,(일산)성저03풍림_아파트,성저마을3풍림(9999동106호),,,,,,
BPS010202042,(덕양)소만9단지부영아파트(999-7),소만마을9단지부영아파트(999동7호),,,,,,
BPS010202054,(덕양)장미7차_BB-H,장미7차(999동1호),,,,,,
BPD110106384,(동두천)-송우-대방샤인빌아파트,포천대방노블랜드1차아파트9999동1호,,,,,,
BPS010404080,(구리-남양주)V021_삼창_아파트,무응답,,,,,,
BPS010207236,(일산)성저마을13단지건영_아파트,일산성저건영빌라13단지999동101호 fax) ???,,,,,,
BPS010201143,(일산)백석대우이안,대우이안오피스텔(9999동 101호),,,,,,
BPS010201138,(일산)백석브라운스톤,브라운스톤일산(999동101호),,,,,,
BPS010201151,(일산)숲속마을4단지,풍동숲속마을주공4단지(888동1호),,,,,,
BPS010207038,(일산)영림브레아_빌딩,영림브레아1집합건물(8888동102호),,,,,,
BPD110106187,(덕양)푸른마을6단지_풍림아이원아파트,푸른마을6단지풍림아이원(999동103호),,,,,,
BPS010201078,(일산)양우드라마시티,양우드라마시티(7777동1호),,,,,,
BPS010207154,(일산)후곡13태영_아파트,후곡13태영(9999동4호),,,,,,
BPS010202077,(덕양)능곡2차현대홈타운_아파트,능곡2차현대홈타운(9999동103호),,,,,,
BPS010206017,(일산)월드메르디앙_아파트,일산월드메르디앙(999동101호),,,,,,
BPS010403081,(구리)E011_토평한일,토평한일(999동102호),,,,,,
BPD110106811,(덕양)능곡대림1차_아파트,능곡대림(7777동4호),,,,,,
BPS010208145,(파주)교하우남퍼스트빌9999동105호,책향기마을 14단지우남퍼스트빌,,,,,,
BPS010207116,(일산)탄현07부영_아파트,탄현마을7단지부영9999동 2호,,,,,,
BPS010202005,(덕양)토당동 고양대림2차_아파트,고양대림 999동 104호,,,,,,
BPD110109928,(의정부)LH고읍6단지,양주고읍6단지999동 101호,,,,,,
BPD110207302,별사랑마을 2-5단지,별사랑마을2-5단지(9999동104호),,,,,,
BPS010201021,(일산)동문굿모닝힐2차_아파트,굿모닝힐2차(7777동1호),,,,,,
BPS010201156,(일산)숲속마을6단지 두산위브,숲속마을두산위브(999동101호),,,,,,
BPS010403044,(구리)인창성원2차_아파트,구리인창2차성원(999동101호),,,,,,
BPS010207209,(일산)성저01동익_아파트,성저마을동익999동101호_아파트,,,,,,
BPS010207088,(일산)양우로데오시티_오피스텔,양우로데오시티관리위원회 / 사무실,,,,,,
BPD110106390,(동두천)-포천-극동2차스타클래스,극동2차아파트(999동102호),,,,,,
BPS010202043,(덕양)송악모노빌_아파트,송악모노빌관리단 (없는번호),,,,,,
BPD110106502,(구리-남양주)마석삼신16차아파트,삼신(9999동101호). 1월분 전기료 31800원인데 35990원 입금했네? 일단 냅두자구,,,,,,
BPS010201139,(일산)성우아뜨리움,성우아뜨리움(8888동1호),,,,,,
BPD110106621,(의정부)금오주공3단지,금오주공3단지,,,,,,
BPS010203044,(덕양)신원당3단지 동신2차_아파트,신원당동신2차(888동106호) fax) 0833,,,,,,
BPS010207147,(일산)후곡05영풍한진_아파트,후곡마을5단지507동101호,,,,,,
BPS010203037,(덕양)식사동 은행마을2단지동문_아파트,은행2동문(888동103호),,,,,,
BPS010207051,(일산)동아넥서스_빌딩(동하넥서스),다드림한마음㈜ 동하넥서스,,,,,,
BPS010201005,(일산)강촌5-1라이프_아파트,강촌라이프1차(6661동104호),,,,,,
BPS010201009,(일산)강촌8우방_아파트,일산강촌8단지우방(7777동4호),,,,,,
BPS010207155,(일산)후곡14청구_아파트,후곡14단지청구(1409동3호),,,,,,
BPS010202021,(덕양)백산오피스텔_아파트141-81-04548,다드림한마음㈜(전자발행),,,,,,
BPD110115823,글로벌테마프라자,하나관리,,,,,,
BPS010207168,(일산)월드메르디앙,월드메르디앙관리운영회(9901호) (99층 1호),,,,,,
BPS010409047,(양평)그린1차_아파트,양평그린1차아파트,,,,,,
BPD110189149,(일산)중산5단지건영동부9999동4호,중산마을5단지건영동부아파트(9999동4호),,,,,,
BPD110106230,(일산)한솔빌딩(한솔코아),한솔코아빌딩. 모자분리 사업장(26년 02월),,,,,,
BPS010207012,(일산)강선08럭키롯데_아파트,강선8단지LG롯데아파트(999동102호),,,,,,
BPS010203016,(덕양)달빛2단지라이프_아파트,달빛2단지라이프(888동103호),,,,,,
BPS010202062,(덕양)햇빛18-1단지_아파트,햇빛마을18-1단지(6660동6호),,,,,,
BPS010202039,(덕양)소만8단지_풍림아파트,소만마을풍림(8888동5호),,,,,,
BPD110106800,(구리)경기도 구리시 건원대로 76번길,구리인창주공4단지(999동103호) 건원대로76번길,,,,,,
BPD110106395,(동두천)-포천-대방2차노블랜드아파트(9999-101),포천2차대방노블랜드(9999동101호),,,,,,
BPS010207010,(일산)강선06금호한양_아파트,강선마을6단지(888동102호) fax)9551. 선입금(4월~),,,,,,
BPD110156517,(일산)두산위브더제니스,일산두산위브더제니스(999동107호),,,,,,
BPD110106522,(구리-남양주)다남프라자(132-82-64272),다남프라자(1동B101호) 1328264272,,,,,,
BPD110106522,(구리-남양주)다남프라자,다남프라자(1동B101호)132-82-64272,,,,,,
BPS010207047,(일산)덕이동문3차_아파트,덕이동문3차(8888동2호),,,,,,
BPS010207115,탄현마을6단지(888동102호),탄현마을6단지(888동102호),,,,,,
BPS010201046,[일산]동문굿모닝타워1차(128-82-81 63,동문굿모닝타워1차(7777동 102호),,,,,,
BPS010202016,무원마을행신동신아파트999동104호,무원마을행신동신아파트999동104호,,,,,,
BPS010201016,(일산)낙원프라자1101호137-82-85888,일산낙원프라자(전자발행) 1378285888,,,,,,
BPS010404145,(구리-남양주)창현두산2차_아파트,"남양주창현두산2차(8888동106호), 창현두산2차아파트 fax)2664",,,,,,
BPS010208067,(파주)유승앙브와즈2단지,유승앙브와즈2단지(9999동201호),,,,,,
BPS010207152,(일산)후곡마을10임광서안_아파트,후곡10단지(8888동5호),,,,,,
BPD110119771,(구리-남양주)마석장미아파트,마석장미아파트,,,,,,
BPD110106155,[일산]일산재능빌딩(128-85-12515),㈜재능교육일산사업장 1288512515,,,,,,
BPD110110495,(양평)코아루리버펠리스999동201호,양평코아루리버팰리스,,,,,,
BPS010201038,(일산)백마1단지삼성_아파트,백마1단지삼성(999동104호),,,,,,
BPD110106203,(덕양)무원마을9단지_기산,무원마을9단지(999동103호),,,,,,
BPS010414049,(구리-퇴계원)V009-E031_오남성도,남양주오남성도아파트,,,,,,
BPS010206015,(일산)에이스9차_아파트,일산에이스9차아파트,,,,,,
BPS010202044,(덕양)행신동 SK아파트 9999동_VIEW,행신SKVIEW(999동101호),,,,,,
BPS010202049,(덕양)옥빛13일신건영_아파트,옥빛마을13단지 / -> 모자분리,,,,,,
BPS010207079,(일산)성저4단지삼익_아파트(삼익샤인빌),성저4단지삼익아파트(999동106호),,,,,,
BPS010201107,(일산)현대에뜨레보_아파트,현대에뜨레보오피스텔(7777동102호),,,,,,
BPD110108026,(덕양)고양동풍림10단지(푸른마을),푸른마을10단지(9999동104호),,,,,,
BPD110137122,(의정부)양주프라자1차127-80-29828,양주자이프라자1차(1동9902호) 1278029828,,,,,,
BPD110209716,동의정부(폴리프라자4),낙양폴리프라자4(1001호),,,,,,
BPS010208095,(파주)한빛마을3단지 자유로I_park(999-1,자유로I'Park(999동102호),,,,,,
BPD110112975,(파주)가람마을남양휴튼,가람마을남양휴튼(9999동103호),,,,,,
BPD110106375,(동두천)_양주패션칼라산업단지,양주패션칼라산업단지,,,,,,
BPD110106601,(의정부)호원월드한아름,월드한아름아파트9999동1호,,,,,,
BPD110106481,(구리-남양주)금곡미라보,금곡미라보아파트(999동105호),,,,,,
BPS010208064,(파주)교하1차 월드메르디앙,해솔마을2단지월드메르디앙(8888동101호),,,,,,
BPS010403007,구리금호1(999동2호),구리금호1차(999동2호),,,,,,
BPS010207123,(일산)탄현13삼환_아파트,탄현13단지삼환(999동103호),,,,,,
BPD110106625,(의정부)녹양휴먼시아3단지,녹양휴먼시아3(9999동2호),,,,,,
BPD110111559,(구리-퇴계원)진접센트레빌시티 1단지,진접센트레빌시티1단지(9999동104호),,,,,,
BPS010201057,(일산)백송8단지(선경)_아파트,백송마을8단지,,,,,,
BPS010201113,(일산)호수4단지,호수마을4단지럭키롯데아파트,,,,,,
BPS010407030,(의정부)용현그랜드,용현그랜드아파트(6666동1호),,,,,,
BPS010403082,(구리)E014_한진그랑빌_,구리한진그랑빌아파트(999동102호) 인창해모로아파트,,,,,,
BPS010208122,(파주)교하신동아파밀리에,교하신동아파밀리에(9999동2호),,,,,,
BPD110106493,(구리-퇴계원)진건세아,진건세아(103동101호),,,,,,
BPD110106823,(덕양)능곡장미8차_아파트,능곡장미8차(888동103호),,,,,,
BPS010203001,(덕양)푸른마을_동익미라빌3단지_아파트,동익3단지아파트(9999동102호),,,,,,
BPS010201120,(일산)흰돌5단지 서안_아파트,흰돌서안(9999동102호),,,,,,
BPD110106247,(일산) 성저건영빌라14단지,성저마을건영14단지(9999동102호),,,,,,
BPD110106452,경기구리시인창동동문굿모닝힐2차9999동101호,인창동동문굿모닝힐관리사무소,,,,,,
BPD110106673,(일산)SK MCITY 드라마파크(상가),SK MCITY드라마파크(903호) sk엠시티드라마파크상가,,,,,,
BPS010208171,(파주)교하15단지상록데시앙,교하15단지상록데시앙(9999동102호),,,,,,
BPS010202050,(덕양)옥빛14단지_부영아파트,옥빛14단지(9999동104호),,,,,,
BPS010202065,(덕양)햇빛20단지_아파트,햇빛마을20단지(8888동6호),,,,,,
BPD110106276,(일산)성저마을15단지건영빌라,성저건영15단지(9999동1호),,,,,,
BPS010207029,(일산)대화07양우파크_아파트,킨텍스양우내안애(8888동1호),,,,,,
BPS010208118,(파주)책향기마을10단지동문굿모닝힐,GTX운정 동문 디 이스트 아파트(9999동2호),,,,,,
BPD110106214,(일산)하늘마을주공5 999동102호,하늘마을5단지,,,,,,
BPS010402045,(의정부)신곡삼환,신곡삼환아파트,,,,,,
BPS010207059,(일산)문촌06기산_아파트,문촌마을6단지(9999동105호),,,,,,
BPS010207145,(일산)후곡03현대_아파트,후곡마을3단지현대(888동3호),,,,,,
BPS010202053,(덕양)우경싸이트빌_아파트,우경싸이트빌 선입금,,,,,,
BPS010409046,(구리-덕소)V001-덕소현대_아파트,덕소현대(999동5호),,,,,,
BPS010201042,(일산)백마5쌍용한성_아파트,백마마을한성쌍용APT(9999동4호),,,,,,
BPS010207171,(일산)문촌13단지대우_아파트(대우유토피아),대우유토피아(7777동2호),,,,,,
BPS010411050,(의정부)백석가야5차(써니빌),백석가야5차(999동1호),,,,,,
BPS010201075,(일산)풍동쌍용스위트닷홈apt_아파트,풍동쌍용아파트,,,,,,
BPD110106316,(일산)일산역 대우이안아파트_,"일산역이안(1동9911호,9921호)",,,,,,
BPS010405011,(구리-덕소)_쌍용스윗닷홈Ntopia,덕소쌍용스윗닷홈리버9999동103호,,,,,,
BPS010414039,(구리-퇴계원)오남신우아이딜2차,남양주오남신우아이딜2차8888동1호,,,,,,
BPD110118302,(일산)문촌9단지 분양,일산문촌9단 9999동102호,,,,,,
BPS010403037,(구리)우방아파트,구리우방아이유쉘(999동2호),,,,,,
BPD110106218,(일산)일산2차휴먼빌,일산2차휴먼빌(999동102호),,,,,,
BPD110106457,(구리-덕소)우림루미아트,덕소우림루미아트(9999동1호),,,,,,
BPD110106151,(일산)로데오메탈릭타워,로데오메탈릭타워,,,,,,
BPS010402094,(의정부)신곡은하수,은하수아파트,,,,,,
BPS010411082,(의정부)백석희망,양주시희망아파트,,,,,,
BPD110117238,(구리-퇴계원)별내포스코,별내더샵(9999동103호),,,,,,
BPD110112045,(파주)벽산우남연리지,벽산우남연리지(9999동106호),,,,,,
BPD110106185,(덕양)세창짜임주상복합아파트,세창짜임주상복합아파트,,,,,,
BPS010414030,(구리-퇴계원)오남유호,유호N플러스빌(999동102호),,,,,,
BPS010202009,(덕양)동도센트리움_아파트,동도센트리움(999동101호),,,,,,
BPS010201096,(일산)백마중앙하이츠_아파트,백마역중앙하이츠빌1(7777동1호),,,,,,
BPS010402052,(의정부)신곡현대,신곡현대(9999동103호),,,,,,
BPD110110416,(의정부)고읍주공8단지,양주고읍8단지(999동101호),,,,,,
BPS010207061,(일산)문촌08동아_아파트(관리과장오류),문촌동아(660동103호),,,,,,
BPD110106515,(구리)다산리버펠리체999동3호_,남양아이좋은집(999동3호),,,,,,
BPS010201066,(일산)삼성메르헨하우스,삼성메르헨하우스,,,,,,
BPD110132697,(일산)일산대우푸르지오,일산푸르지오(9999동3호),,,,,,
BPS010201068,(일산)성우레이크하임,레이크하임(999동101호),,,,,,
BPD110106495,(의정부)신곡대우,신곡대우(8888동104호),,,,,,
BPS010404059,(구리-남양주)평내중흥3단지아파트[ ],평내중흥S-클래스3단지9999동1호,,,,,,
BPD110110566,(의정부)고읍휴먼시아5단지(900-2),양주고읍휴먼시아5단지(900동2호),,,,,,
BPD110113353,(파주)가람마을11단지,가람마을11단지(9999동 101호),,,,,,
BPN021027743,(덕양)서정마을4단지_아파트,서정센텀퍼스티지(999동101호),,,,,,
BPD110111742,(구리-퇴계원)진접신도브래뉴아파트 (999-101),진접신도브래뉴아파트(9999동101호),,,,,,
BPD110112483,(양평)현대성우3단지아파트(9999-101),양평현대성우3차(9999동101호),,,,,,
BPS010414052,(구리-퇴계원)V012_E050_오남한국_,오남1차한국(999동102호),,,,,,
BPS010207018,(일산)일산동문아파트_9999동101호,일산동문아파트(9999동101호),,,,,,
BPD110106501,(의정부)장암현대2차(9999-3),장암현대2차(9999동3호),,,,,,
BPS010201150,(일산)풍동숲속마을8단지 주공_아파트,풍동숲속마을주공8단지(999동102호),,,,,,
BPD110110562,(의정부)호원신도101아파트,신도101(999동102호) sk꺼와 착각,,,,,,
BPD110106451,(의정부)금오주공그린빌1단지,금오주공그린빌1단지(9999동101호),,,,,,
BPS010207027,대화마을일신건영휴먼빌(9999동102호),킨텍스휴먼빌(9999동102호),,,,,,
BPD110106534,(구리)인창이편한세상아파트,구리인창e-편한세상(999동101호),,,,,,
BPD110107373,(구리-퇴계원)장현주공3단지,장현휴먼시아3단지9999동1호,,,,,,
BPD110106341,(동두천)-옥정세창-아파트(E005,세창리베하우스(9999동1호),,,,,,
BPS010207113,(일산)탄현마을1차 건영_아파트,탄현마을1차건영(8888동3호),,,,,,
BPD110109165,(덕양)행신중흥S클래스타운하우스9999동101호,서정11단지중흥에스클래스,,,,,,
BPS010207052,(일산)코오롱레이크폴리스2_7777동103호,모자분리완료,,,,,,
BPS010201031,(일산)코오롱 레이크폴리스1차,코오롱레이크폴리스1차(C동101호),,,,,,
BPD110111552,(일산)하늘마을6단지,센트럴더포레(611동1호),,,,,,
BPD110107192,(일산)포리치몰,포리치몰,,,,,,
BPS010403080,(구리-남양주)도농 한신,다산한신휴플러스(9999동1호),,,,,,
BPD110106803,(구리-남양주)호평쌍용스윗닷홈,호평쌍용스윗닷홈(9999동101호),,,,,,
BPD110106490,(구리-퇴계원)진건한신3차아파트,한신그린3차아파트999동101호,,,,,,
BPS010208005,(파주)산내마을11단지 현대(888-101),산내마을11단지현대아파트(888동101호),,,,,,
BPD110108730,(의정부)호원우남2차,호원우남2차(999동1호),,,,,,
BPS010207150,(일산)후곡08동신_아파트,후곡마을동신(9999동1호),,,,,,
BPS010207172,(일산)삼라마이다스2_빌딩(103-101),삼라마이다스빌II(303-82-77189) 3038277189,,,,,,
BPD110112150,(구리-퇴계원)반도유보라 메이플타운,반도유보라메이플타운(9999동601호),,,,,,
BPD110106302,(일산)우경드림빌(탄현동),B01호KT,,,,,,
BPS010201026,(일산)백석 두산위브 무응,백석두산위브(9999동103호),,,,,,
BPD110186658,동두천-지행주공2차,동두천뜨란채지행주공2단지(9999동2호),,,,,,
BPS010207101,(일산)장성02대명_아파트,장성2단지대명아파트9999동01호,,,,,,
BPD110106634,(의정부)금오우암센스뷰,우암센스뷰(999동102호),,,,,,
BPD110109160,(구리-퇴계원)진접원일플로라,원일플로라(9999동101호),,,,,,
BPS010202034,(덕양)소만3단지_늘푸른아파트,(덕양)소만3단지_아파트,,,,,,
BPS010201147,(일산)백석윈스턴파크2차,윈스턴2차(3동101호)/윈스턴파크II,,,,,,
BPS010201002,(일산)강촌1동아_아파트,강촌1단지동아아파트,,,,,,
BPS010207073,(일산)삼성스위트,삼성스위트(7777동1호),,,,,,
BPS010201051,(일산)백송2단지 대림_아파트,백송대림아파트(999동7호),,,,,,
BPD110106235,(일산)성저건영빌라7단지,일산성저건영7단지(9999동102호) f,,,,,,
BPS010207046,(일산)덕이동문2차_아파트,덕이동문2차(8888동1호),,,,,,
BPS010404113,(구리-남양주)E030_호평한화꿈에그린_,한화꿈에그린아파트(9999동101호). (***** 8888동 101호 따로있음!!!),,,,,,
BPD110106143,[일산]성암빌딩(128-25-10959),"성암,61kw",,,,,,
BPS010207074,[일산]성우사카르타워(128-81-02853),㈜동아상사 1288102853,,,,,,
BPS010207026,(일산)대화03동문1차_아파트,대화마을3단지동문(999동1호) 킨텍스굿모닝힐,,,,,,
BPS010201058,(일산)백송두산 9999동105호,백송9단지두산아파트,,,,,,
BPS010403042,(구리)토평 상록,구리토평상록(9999동6호),,,,,,
BPD110106623,(의정부)의정부에스케이-뷰,의정부에스케이-뷰(9999동1호)  의정부가능sk뷰,,,,,,
BPD110106359,(동두천)_양주현진에버빌2단지(덕계),양주현진에버빌2단지(8888동1호),,,,,,
BPD110106474,(구리-퇴계원)성원아파트,남양주퇴계원성원(8888동4호),,,,,,
BPD110106494,(구리-퇴계원)진건현대 (105-2),진건현대(105동2호),,,,,,
BPD110112462,(덕양)고양동풍림아이원7단지,푸른마을7단지풍림APT(999동104호),,,,,,
BPN021028304,(덕양)우정프라자_빌딩,우정프라자(999호),,,,,,
BPD110106768,(구리-덕소)세양청마루아파트,덕소세양청마루(999동101호),,,,,,
BPD110111748,(구리-퇴계원)진접휴먼시아24단지 (9999-103),진접24단지휴먼시아(9999동103호),,,,,,
BPD110106138,(일산)강촌한양6단지,강촌한양(603동106호),,,,,,
BPS010207077,(일산)성저02세경_아파트,성저2단지세경(8888동102호). 성저마을2단지아파트,,,,,,
BPS010202063,(덕양)햇빛18-2단지_아파트,햇빛마을18-2단지아파트,,,,,,
BPD110132079,(일산)삼정프라자,㈜청송안전씨스템,,,,,,
BPD110128727,(일산)현해프라자(탄현동),㈜청송안전씨스템 F:,,,,,,
BPD110107339,(구리-퇴계원)진접롯데캐슬아파트[ ],진접롯데캐슬(9999동103호),,,,,,
BPD110113855,(일산)라이저빌딩,라이저오피스텔(9904호)전자212-81-55882. 24일발급. 27일까지 지출해달래,,,,,,
BPD110111998,(동두천)-전곡_예일쎄띠앙(9999-101),전곡예일세띠앙(9999동101호),,,,,,
BPD110106734,(의정부)건영캐스빌아파트,용현동건영캐스빌(8888동1호) / 두달분아닌데 두달분으로 날짜입력했네???,,,,,,
BPS010404060,(구리)E022_평내상록_,남양주상록데시앙(9999동101호) 평내상록데시앙,,,,,,
BPN021028883,(덕양)서정마을1단지_아파트(108-81-38338),고양행신서정1단지납기30일. 7월 가산금 있음. 1088138338,,,,,,
BPD110106480,연합드림관리_평내메인프라자(8801호) (622-82-64101),메인프라자 상가번경회(연합드림에서 변경) 6228264101,,,,,,
BPS010202018,(덕양)무원마을6단지두산_아파트,무원마을두산아파트(888동101호),,,,,,
BPD110106292,(일산)그린월드(9999-1,그린월드빌딩(9999동102호),,,,,,
BPS010406040,(동두천)_상패주공_아파트(V023),동두천상패주공아파트,,,,,,
BPS010208172,(파주)교하13단지상록경남아너스아파트(9999-4),상록경남아너스빌(9999동4호),,,,,,
BPS010207036,[일산]삼운트루아오피스텔_99동 04호(107-82-74944),삼운트루아오피스텔관리단,,,,,,
BPS010414037,(구리-퇴계원)오남신동아_아파트,오남신동아파밀리에(9999동103호),,,,,,
BPS010202051,(덕양)옥빛16단지_아파트,옥빛마을16단지(9999동103호),,,,,,
BPS010414038,(구리-퇴계원)E013_오남파라다이스빌- (9999-1),오남파라다이스빌(9999동1호),,,,,,
BPS010207065,(일산)문촌12유승_아파트,문촌12단지유승(9999동103호),,,,,,
BPD110106466,(구리-남양주)신창현두산위브아파트,신창현두산위브(999동101호),,,,,,
BPS010207070,(일산)문촌18대원_아파트,문촌18단지대원(9999동103호),,,,,,
BPS010201003,(일산)강촌2단지한신_아파트,강촌마을한신(8888동2호),,,,,,
BPS010208120,(파주)숲속길마을3단지동문굿모닝힐,숲속길마을3단지동문굿모닝힐(999동102호),,,,,,
BPS010404049,(구리-남양주)E011_평내효성타운,평내효성타운(999동1호),,,,,,
BPS010403077,(구리)토평 주공,구리토평주공아파트(999동101호),,,,,,
BPD110106189,(덕양) 명지캐럿86주상복합상가(격월),격월,,,,,,
BPD110107011,(일산)풍동숲속마을9단지(999-1,숲속마을9단지(999동102호)/숲속마을9단지성원상떼빌,,,,,,
BPD110106280,(일산)양지3단지건영빌라,양지3단지 9999동101호 4월 고지서 -> 없음,,,,,,
BPD110106463,(의정부)호원신도4차,호원신도4차아파트,,,,,,
BPS010207122,(일산)탄현12서광_아파트,탄현서광(6661동103호),,,,,,
BPD110111291,(구리-퇴계원)진접휴먼시아17단지,진접휴먼시아17단지(9999동105호),,,,,,
BPS010207069,(일산)문촌마을17신안_아파트(9999-102),문촌마을신안(9999동102호),,,,,,
BPD110106483,(의정부)금오풍림아이원(8888-101),,,,,,,
BPD110112069,(구리-퇴계원)진접금강펜테리움,진접금강펜테리움(9999동101호),,,,,,
BPS010208161,(파주)그린시티동문,그린시티동문(8888동2호),,,,,,
BPS010407013,(의정부)송산한라비발디아파트,송산한라비발디(9999동109호),,,,,,
BPD110106503,(의정부)장암동신현대,장암동신현대아파트(7777동5호),,,,,,
BPS010404054,(구리-남양주)E016_평내중흥S클래스2단지 (888-1),평내마을중흥S클래스2단지(888동1호),,,,,,
BPS010402043,(의정부)신곡서해,신곡서해아파트(112동124호),,,,,,
BPD110118436,(의정부)신한헤스티아1(9-101),신한헤스티아1(9동101호),,,,,,
BPS010201155,(일산)풍동숲속7단지주공(888-1),풍동숲속마을7단지(888동1호),,,,,,
BPS010403025,(구리)인창동원베네스트,구리인창동원베네스트(9999동2호),,,,,,
BPD110106439,(구리-남양주)임광그대가아파트,임광그대가아파트,,,,,,
BPS010203094,(덕양)푸른마을5단지_풍림아이원아파트,푸른마을5단지풍림아이원(999동103호),,,,,,
BPD110106183,(덕양)사리현3단지동문굿모닝힐f:,사리현3단지동문굿모닝힐(999동101호),,,,,,
BPD110106484,(구리-덕소)아이파크,덕소아이파크(999동102호),,,,,,
BPD110106472,(구리-퇴계원)강남1차아파트,퇴계원강남(9999동101호),,,,,,
BPD110106278,(일산)양지마을2단지건영빌라(999-102),양지마을2단지건영빌라(999동102호),,,,,,
BPS010201006,(일산)강촌5-2라이프_아파트,강촌마을라이프2차아파트9999동101호,,,,,,
BPD110107341,(진접)신영지웰생활지원센터,신영지웰생활지원센터,,,,,,
BPS010202010,(덕양)동양트레빌II_아파트,동양트레벨II 999동101호,,,,,,
BPD110173440,(구리)도농동부센트레빌아파트,다산센트레빌(999동101호),,,,,,
BPS010202026,(덕양)별빛9한일벽산_아파트,별빛9단지(999동107호),,,,,,
BPS010202029,(덕양)샘터2단지(분양)_아파트,샘터2단지(888동108호),,,,,,
BPD110106346,(동두천)_덕계윤중후레시빌_아파트,윤중아파트(999동101호),,,,,,
BPD110117579,(덕양) 성사동 어울림오피스텔9901호,㈜어울림엘에스,,,,,,
BPD110106802,(구리-남양주)차산리풍림아이원1차,신창현풍림아이원1차(999동101호),,,,,,
BPS010405017,(구리-덕소)V002_우성-V011_아파트,한강우성아파트(9999동6호),,,,,,
BPD110106635,(의정부)호원한국개나리,호원한국개나리아파트(9999동1호),,,,,,
BPD110106574,양주한승9999동4호,양주한승아파트,,,,,,
BPS010202052,(덕양)옥빛17주공_아파트,옥빛마을17단지(1715동103호),,,,,,
BPS010406046,(동두천)_생연상우_아파트(V014),상우아파트,,,,,,
BPS010207063,(일산)문촌10동부_아파트(동부썬프라자),동부썬프라자(999동101호),,,,,,
BPS010203017,(덕양)달빛2단지부영_아파트,달빛2단지부영(888동103호),,,,,,
BPS010207120,(일산)탄현10동문_아파트,탄현마을10단지동문(1088동103호),,,,,,
BPS010206041,(일산)현대홈타운1차_아파트,"일산1차현대홈타운(999동101호),모자분리완료(202402)",,,,,,
BPD110128229,[구리]세경프라자1동1001호(132-82-90483),세경프라자관리단 세금발행,,,,,,
BPD110106469,(구리)부영프라자(132-82-90315),부영프라자관리단,,,,,,
BPS010203075,(덕양)은빛마을6단지상가_BB-H,화정은빛6단지 부영1상가,,,,,,
BPS010405014,(구리-덕소)E004_덕소한솔강변- (9999-1),덕소한솔강변(9999동1호),,,,,,
BPD110111558,(구리-퇴계원)진접센트레빌시티 3단지 (9999-101),진접동부센트레빌시티3단지(9999동101호),,,,,,
BPD110115827,(구리-퇴계원)진건주공2차,진건주공2단지(999동103호),,,,,,
BPS010202033,(덕양)소만1단지_아파트,소만1단지 부영아파트,,,,,,
BPD110106520,(의정부)호원가든2차(999-102),호원가든2차(999동102호),,,,,,
BPD110106512,"[구리]농수산물도매시장 82005호(132-82-03988),세금발행 1328203988","구리농수산물공사 회계과,1151kw (26년 1월29일까지 12월분 입금. 2월2일까지 1월분 입금.)",,,,,,
BPD110106593,(의정부)호원신도7차,"신도7차(999동 105호,106호)",,,,,,
BPD110106616,(의정부)금오현대아이파크,금오현대Ipark(9999동1호),,,,,,
BPD110111364,(구리-퇴계원)예당마을신안인스빌,예당마을신안인스빌(8888동103호),,,,,,
BPS010407031,(의정부)민락산들마을4단지(999-104),모자분리(20년6월),,,,,,
BPS010404119,(구리-남양주)경성큰마을2단지아파트(999-103),경성큰마을2단지(999동103호),,,,,,
BPS010202088,(덕양)행신 SKVIEW2차_아파트,행신2차SKVIEW(9999동102호),,,,,,
BPS010207011,(일산)강선07유원삼환_아파트,강선7단지(9999동4호) 메일/사무실fax로만 보냄,,,,,,
BPD110106475,(구리-퇴계원)엘리시아[ ](9999-101),엘리시아(9999동101호),,,,,,
BPS010404043,(구리-남양주)E005_마석정도그랜드힐- (999-102),마석그랜드힐(999동102호),,,,,,
BPS010207157,(일산)후곡16코오롱_아파트,일산후곡16단지(8888동102호),,,,,,
BPD110106377,(양평_청평)경남아너스빌,청평경남아너스빌(8888동1호),,,,,,
BPD110110546,(의정부)고읍주공4단지,양주고읍4단지,,,,,,
BPD110111556,(구리-퇴계원)진접동부센트레빌시티2단지(9999-105),진접동부센트레빌시티2단지(9999동105호),,,,,,
BPS010207146,(일산)후곡04금호한양_아파트,후곡4단지아파트 / 5월 63180원 요청해야하네,,,,,,
BPD110111551,(구리-퇴계원)해밀마을신안인스빌,해밀마을 신안인스빌(9999동110호),,,,,,
BPS010411066,(의정부)장암동아(999-108),장암동아(999동108호),,,,,,
BPD110111743,(구리-남양주)호평6단지,대승종합관리㈜,,,,,,
BPS010207064,(일산) 문촌11건영_아파트,문촌11단지(8888동102호),,,,,,
BPS010411072,(의정부)백석가야2차,양주가야2차(9999동6호),,,,,,
BPS010207053,(일산)레이크폴리스3_빌딩 (135-82-88496),코오롱레이크폴리스3차(999동102호)전자발행 1358288496,,,,,,
